id,alive,request,resolve,url,subdomain,level,cname,ip,public,cdn,port,status,reason,title,banner,cidr,asn,org,addr,isp,source
536,0,0,1,http://pre-activity.vipkid.com.cn,pre-activity.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='pre-activity.vipkid.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001C10B731B80>, 'Connection to pre-activity.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
537,0,0,1,https://pre-activity.vipkid.com.cn,pre-activity.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='pre-activity.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10D06B970>, 'Connection to pre-activity.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
410,0,0,1,https://pre-ali-vk-webserver.vipkid.com.cn,pre-ali-vk-webserver.vipkid.com.cn,1,pre.vipkid.com.cn,10.23.27.92,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='pre-ali-vk-webserver.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10D1B1490>, 'Connection to pre-ali-vk-webserver.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,IP138Query
411,0,0,1,http://pre-ali-vk-webserver.vipkid.com.cn,pre-ali-vk-webserver.vipkid.com.cn,1,pre.vipkid.com.cn,10.23.27.92,0,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='pre-ali-vk-webserver.vipkid.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001C10D1A9E80>, 'Connection to pre-ali-vk-webserver.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,IP138Query
346,0,0,1,http://pre-chaitin-waf.vipkid.com.cn,pre-chaitin-waf.vipkid.com.cn,1,pre-chaitin-waf.vipkid.com.cn,10.23.28.113,0,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='pre-chaitin-waf.vipkid.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001C10CEAF940>, 'Connection to pre-chaitin-waf.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,RapidDNSQuery
347,0,0,1,https://pre-chaitin-waf.vipkid.com.cn,pre-chaitin-waf.vipkid.com.cn,1,pre-chaitin-waf.vipkid.com.cn,10.23.28.113,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='pre-chaitin-waf.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10CEA41C0>, 'Connection to pre-chaitin-waf.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,RapidDNSQuery
521,0,0,1,http://pre-edu.vipkid.com.cn,pre-edu.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='pre-edu.vipkid.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001C10CA47160>, 'Connection to pre-edu.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
522,0,0,1,https://pre-edu.vipkid.com.cn,pre-edu.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='pre-edu.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10CA47610>, 'Connection to pre-edu.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
515,0,0,1,http://pre-isso.vipkid.com.cn,pre-isso.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='pre-isso.vipkid.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001C10B8F8DF0>, 'Connection to pre-isso.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
516,0,0,1,https://pre-isso.vipkid.com.cn,pre-isso.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='pre-isso.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10B8F8AC0>, 'Connection to pre-isso.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
533,0,0,1,http://pre-lc.vipkid.com.cn,pre-lc.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='pre-lc.vipkid.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001C10CD69F10>, 'Connection to pre-lc.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
534,0,0,1,https://pre-lc.vipkid.com.cn,pre-lc.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='pre-lc.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10CD1FFA0>, 'Connection to pre-lc.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
539,0,0,1,https://pre-mobile.vipkid.com.cn,pre-mobile.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='pre-mobile.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10D387820>, 'Connection to pre-mobile.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
540,0,0,1,http://pre-mobile.vipkid.com.cn,pre-mobile.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='pre-mobile.vipkid.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001C10D06B9A0>, 'Connection to pre-mobile.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
527,0,0,1,https://pre-nhw.vipkid.com.cn,pre-nhw.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='pre-nhw.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10D392C10>, 'Connection to pre-nhw.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
528,0,0,1,http://pre-nhw.vipkid.com.cn,pre-nhw.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='pre-nhw.vipkid.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001C10D392190>, 'Connection to pre-nhw.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
517,0,0,1,https://pre-oa.vipkid.com.cn,pre-oa.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='pre-oa.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10B6E3C70>, 'Connection to pre-oa.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
518,0,0,1,http://pre-oa.vipkid.com.cn,pre-oa.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='pre-oa.vipkid.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001C10B6E3520>, 'Connection to pre-oa.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
529,0,0,1,http://pre-pr.vipkid.com.cn,pre-pr.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='pre-pr.vipkid.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001C10D30BB20>, 'Connection to pre-pr.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
530,0,0,1,https://pre-pr.vipkid.com.cn,pre-pr.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='pre-pr.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10D30B040>, 'Connection to pre-pr.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
535,0,0,1,http://pre-studentpk.vipkid.com.cn,pre-studentpk.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='pre-studentpk.vipkid.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001C10B7193D0>, 'Connection to pre-studentpk.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
538,0,0,1,https://pre-studentpk.vipkid.com.cn,pre-studentpk.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='pre-studentpk.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10B731BB0>, 'Connection to pre-studentpk.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
384,0,0,1,http://pre-t.vipkid.com.cn,pre-t.vipkid.com.cn,1,pre.vipkid.com.cn,10.23.27.92,0,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='pre-t.vipkid.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001C10C99B1C0>, 'Connection to pre-t.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,CrtshQuery
385,0,0,1,https://pre-t.vipkid.com.cn,pre-t.vipkid.com.cn,1,pre.vipkid.com.cn,10.23.27.92,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='pre-t.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10C99B9D0>, 'Connection to pre-t.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,CrtshQuery
420,0,0,1,https://pre-videoedit.vipkid.com.cn,pre-videoedit.vipkid.com.cn,1,pre.vipkid.com.cn,10.23.27.92,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='pre-videoedit.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10CFAE9A0>, 'Connection to pre-videoedit.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,IP138Query
421,0,0,1,http://pre-videoedit.vipkid.com.cn,pre-videoedit.vipkid.com.cn,1,pre.vipkid.com.cn,10.23.27.92,0,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='pre-videoedit.vipkid.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001C10CFAE3A0>, 'Connection to pre-videoedit.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,IP138Query
519,0,0,1,http://pre-www.vipkid.com.cn,pre-www.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='pre-www.vipkid.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001C10D1946D0>, 'Connection to pre-www.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
520,0,0,1,https://pre-www.vipkid.com.cn,pre-www.vipkid.com.cn,3,pre.vipkid.com.cn,10.23.27.92,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='pre-www.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10D194490>, 'Connection to pre-www.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Finder
252,1,1,1,http://pre-wx-dashboard.vipkid.com.cn,pre-wx-dashboard.vipkid.com.cn,1,pre-wx-dashboard.vipkid.com.cn,59.110.229.86,1,1,80,200,OK,,,59.110.128.0/17,AS37963,Hangzhou Alibaba Advertising Co. Ltd.,中国北京北京市,阿里云,RapidDNSQuery
263,1,1,1,https://pre-wx-dashboard.vipkid.com.cn,pre-wx-dashboard.vipkid.com.cn,1,pre-wx-dashboard.vipkid.com.cn,59.110.229.86,1,1,443,200,OK,,,59.110.128.0/17,AS37963,Hangzhou Alibaba Advertising Co. Ltd.,中国北京北京市,阿里云,RapidDNSQuery
362,0,0,1,http://pre.vipkid.com.cn,pre.vipkid.com.cn,1,pre.vipkid.com.cn,10.23.27.92,0,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='pre.vipkid.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001C10CD5ED60>, 'Connection to pre.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,RapidDNSQuery
363,0,0,1,https://pre.vipkid.com.cn,pre.vipkid.com.cn,1,pre.vipkid.com.cn,10.23.27.92,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='pre.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10CCF5640>, 'Connection to pre.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,RapidDNSQuery
465,0,0,1,http://prism.vipkid.com.cn,prism.vipkid.com.cn,1,prism.vipkid.com.cn,10.16.8.8,0,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='prism.vipkid.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001C10D2A6190>, 'Connection to prism.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
466,0,0,1,https://prism.vipkid.com.cn,prism.vipkid.com.cn,1,prism.vipkid.com.cn,10.16.8.8,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='prism.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10D290F40>, 'Connection to prism.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
335,1,1,1,http://promotion.vipkid.com.cn,promotion.vipkid.com.cn,1,"promotion.vipkid.com.cn.w.cdngslb.com,promotion.vipkid.com.cn.w.cdngslb.com,promotion.vipkid.com.cn.w.cdngslb.com,promotion.vipkid.com.cn.w.cdngslb.com,promotion.vipkid.com.cn.w.cdngslb.com,promotion.vipkid.com.cn.w.cdngslb.com,promotion.vipkid.com.cn.w.cdngslb.com,promotion.vipkid.com.cn.w.cdngslb.com","175.6.49.244,175.6.49.248,175.6.49.238,175.6.49.239,175.6.49.240,175.6.49.241,175.6.49.242,175.6.49.243","1,1,1,1,1,1,1,1",1,80,200,OK,VIPKID 在线青少儿英语,"Tengine,cache38.l2nu20-1[200,0], vcache27.cn2560[231,0]","175.6.32.0/19,175.6.32.0/19,175.6.32.0/19,175.6.32.0/19,175.6.32.0/19,175.6.32.0/19,175.6.32.0/19,175.6.32.0/19","AS63835,AS63835,AS63835,AS63835,AS63835,AS63835,AS63835,AS63835","No.293 Wanbao Avenue,No.293 Wanbao Avenue,No.293 Wanbao Avenue,No.293 Wanbao Avenue,No.293 Wanbao Avenue,No.293 Wanbao Avenue,No.293 Wanbao Avenue,No.293 Wanbao Avenue","中国湖南省长沙市,中国湖南省长沙市,中国湖南省长沙市,中国湖南省长沙市,中国湖南省长沙市,中国湖南省长沙市,中国湖南省长沙市,中国湖南省长沙市","电信,电信,电信,电信,电信,电信,电信,电信",Brute
338,1,1,1,https://promotion.vipkid.com.cn,promotion.vipkid.com.cn,1,"promotion.vipkid.com.cn.w.cdngslb.com,promotion.vipkid.com.cn.w.cdngslb.com,promotion.vipkid.com.cn.w.cdngslb.com,promotion.vipkid.com.cn.w.cdngslb.com,promotion.vipkid.com.cn.w.cdngslb.com,promotion.vipkid.com.cn.w.cdngslb.com,promotion.vipkid.com.cn.w.cdngslb.com,promotion.vipkid.com.cn.w.cdngslb.com","175.6.49.244,175.6.49.248,175.6.49.238,175.6.49.239,175.6.49.240,175.6.49.241,175.6.49.242,175.6.49.243","1,1,1,1,1,1,1,1",1,443,200,OK,VIPKID 在线青少儿英语,"Tengine,cache36.l2nu20-8[147,0], vcache8.cn2560[217,0]","175.6.32.0/19,175.6.32.0/19,175.6.32.0/19,175.6.32.0/19,175.6.32.0/19,175.6.32.0/19,175.6.32.0/19,175.6.32.0/19","AS63835,AS63835,AS63835,AS63835,AS63835,AS63835,AS63835,AS63835","No.293 Wanbao Avenue,No.293 Wanbao Avenue,No.293 Wanbao Avenue,No.293 Wanbao Avenue,No.293 Wanbao Avenue,No.293 Wanbao Avenue,No.293 Wanbao Avenue,No.293 Wanbao Avenue","中国湖南省长沙市,中国湖南省长沙市,中国湖南省长沙市,中国湖南省长沙市,中国湖南省长沙市,中国湖南省长沙市,中国湖南省长沙市,中国湖南省长沙市","电信,电信,电信,电信,电信,电信,电信,电信",Brute
140,1,1,1,http://public-ai.vipkid.com.cn,public-ai.vipkid.com.cn,1,ali-public-noncore-waf.vipkid.com.cn,39.105.226.119,1,1,80,404,,Whitelabel Error Page,,39.104.0.0/15,AS37963,Hangzhou Alibaba Advertising Co. Ltd.,中国北京北京市,阿里云,IP138Query
143,1,1,1,https://public-ai.vipkid.com.cn,public-ai.vipkid.com.cn,1,ali-public-noncore-waf.vipkid.com.cn,39.105.226.119,1,1,443,404,,Whitelabel Error Page,,39.104.0.0/15,AS37963,Hangzhou Alibaba Advertising Co. Ltd.,中国北京北京市,阿里云,IP138Query
254,1,1,1,http://qimeng.vipkid.com.cn,qimeng.vipkid.com.cn,1,ali-public-noncore-waf.vipkid.com.cn,39.105.226.119,1,1,80,200,OK,VIPKID启蒙官网,,39.104.0.0/15,AS37963,Hangzhou Alibaba Advertising Co. Ltd.,中国北京北京市,阿里云,BaiduSearch
255,1,1,1,https://qimeng.vipkid.com.cn,qimeng.vipkid.com.cn,1,ali-public-noncore-waf.vipkid.com.cn,39.105.226.119,1,1,443,200,OK,VIPKID启蒙官网,,39.104.0.0/15,AS37963,Hangzhou Alibaba Advertising Co. Ltd.,中国北京北京市,阿里云,BaiduSearch
359,1,1,1,http://r.vipkid.com.cn,r.vipkid.com.cn,1,ali-public-core-waf.vipkid.com.cn,39.97.5.223,1,1,80,200,OK,Teach English Online | VIPKid,"Tengine,cache37.l2et2[92,0], cache17.cn682[142,0]",39.97.0.0/17,AS37963,Hangzhou Alibaba Advertising Co. Ltd.,中国北京北京市,阿里云,RiddlerQuery
373,1,1,1,https://r.vipkid.com.cn,r.vipkid.com.cn,1,ali-public-core-waf.vipkid.com.cn,39.97.5.223,1,1,443,200,OK,Teach English Online | VIPKid,"Tengine,cache20.l2et2[118,0], cache5.cn682[167,0]",39.97.0.0/17,AS37963,Hangzhou Alibaba Advertising Co. Ltd.,中国北京北京市,阿里云,RiddlerQuery
369,1,1,1,http://recruit.vipkid.com.cn,recruit.vipkid.com.cn,1,recruit.vipkid.com.cn,39.105.251.140,1,1,80,200,OK,Login,nginx/1.15.6,39.104.0.0/15,AS37963,Hangzhou Alibaba Advertising Co. Ltd.,中国北京北京市,阿里云,Brute
448,0,0,1,https://recruit.vipkid.com.cn,recruit.vipkid.com.cn,1,recruit.vipkid.com.cn,39.105.251.140,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='recruit.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10D20EB50>, 'Connection to recruit.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,39.104.0.0/15,AS37963,Hangzhou Alibaba Advertising Co. Ltd.,中国北京北京市,阿里云,Brute
504,0,0,1,http://registry.vipkid.com.cn,registry.vipkid.com.cn,1,registry.vipkid.com.cn,10.28.7.95,0,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='registry.vipkid.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001C10CBF0250>, 'Connection to registry.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
505,0,0,1,https://registry.vipkid.com.cn,registry.vipkid.com.cn,1,registry.vipkid.com.cn,10.28.7.95,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='registry.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10D06B9D0>, 'Connection to registry.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,10.0.0.0/8,AS-,-,内网IP,内网IP,Brute
461,0,0,1,http://relay.vipkid.com.cn,relay.vipkid.com.cn,1,relay.vipkid.com.cn,172.20.241.5,0,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='relay.vipkid.com.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000001C10D392610>, 'Connection to relay.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,172.16.0.0/12,AS-,-,内网IP,内网IP,Brute
462,0,0,1,https://relay.vipkid.com.cn,relay.vipkid.com.cn,1,relay.vipkid.com.cn,172.20.241.5,0,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='relay.vipkid.com.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001C10D392D90>, 'Connection to relay.vipkid.com.cn timed out. (connect timeout=13)'))""),)",,,172.16.0.0/12,AS-,-,内网IP,内网IP,Brute
31,1,1,1,http://rep-api.vipkid.com.cn,rep-api.vipkid.com.cn,1,rep-api.vipkid.com.cn,47.100.120.144,1,0,80,404,,404 Not Found,nginx,47.100.0.0/15,AS37963,Hangzhou Alibaba Advertising Co. Ltd.,中国上海上海市,阿里云,CertSpotterQuery
34,1,1,1,https://rep-api.vipkid.com.cn,rep-api.vipkid.com.cn,1,rep-api.vipkid.com.cn,47.100.120.144,1,0,443,404,,404 Not Found,nginx,47.100.0.0/15,AS37963,Hangzhou Alibaba Advertising Co. Ltd.,中国上海上海市,阿里云,CertSpotterQuery
7,1,1,1,http://resource.vipkid.com.cn,resource.vipkid.com.cn,1,"resource.vipkid.com.cn.w.alikunlun.com,resource.vipkid.com.cn.w.alikunlun.com,resource.vipkid.com.cn.w.alikunlun.com,resource.vipkid.com.cn.w.alikunlun.com,resource.vipkid.com.cn.w.alikunlun.com,resource.vipkid.com.cn.w.alikunlun.com,resource.vipkid.com.cn.w.alikunlun.com,resource.vipkid.com.cn.w.alikunlun.com","47.246.42.145,47.246.41.164,47.246.42.146,47.246.41.166,47.246.42.144,47.246.41.165,47.246.42.147,47.246.41.163","1,1,1,1,1,1,1,1",1,80,403,Forbidden,'\n\nAccessDenied\nThe bucket you access does not belong to you.\n60CAE2EBABC3F434350CBC6F\nresource.vipkid.com.cn\n\n',"Tengine,cache15.l2cn1801[92,92,403-1280,M], cache10.l2cn1801[93,0], vcache21.cn2560[132,131,403-1280,M], vcache20.cn2560[136,0]","47.246.42.0/24,47.246.41.0/24,47.246.42.0/24,47.246.41.0/24,47.246.42.0/24,47.246.41.0/24,47.246.42.0/24,47.246.41.0/24","AS24429,AS24429,AS24429,AS24429,AS24429,AS24429,AS24429,AS24429","ALISOFT Aliyun Computing Co. LTD,ALISOFT Aliyun Computing Co. LTD,ALISOFT Aliyun Computing Co. LTD,ALISOFT Aliyun Computing Co. LTD,ALISOFT Aliyun Computing Co. LTD,ALISOFT Aliyun Computing Co. LTD,ALISOFT Aliyun Computing Co. LTD,ALISOFT Aliyun Computing Co. LTD","美国加利福尼亚圣克拉拉,美国加利福尼亚圣克拉拉,美国加利福尼亚圣克拉拉,美国加利福尼亚圣克拉拉,美国加利福尼亚圣克拉拉,美国加利福尼亚圣克拉拉,美国加利福尼亚圣克拉拉,美国加利福尼亚圣克拉拉","阿里巴巴,阿里巴巴,阿里巴巴,阿里巴巴,阿里巴巴,阿里巴巴,阿里巴巴,阿里巴巴",CertSpotterQuery
